product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,product_volume_cm3,product_density_g_per_cm3,product_complexity_score,size_category,units_sold,total_revenue,avg_price,avg_product_rating
f9ecf420c38b90a8af8e7f70fd789264,esporte_lazer,43.0,101.0,1.0,600.0,50.0,10.0,12.0,sports_leisure,6000.0,0.1,1.51,Medium,1,89.9,89.9,5.0
adf591c625cb265c12bc6749d3a2f757,beleza_saude,60.0,1146.0,6.0,150.0,20.0,24.0,33.0,health_beauty,15840.0,0.0095,14.46,Small,10,315.8,31.58,4.0
64c8f1a52b407d92518a1f8b79240a70,telefonia,49.0,319.0,1.0,100.0,18.0,6.0,11.0,telephony,1188.0,0.0842,3.69,Small,2,48.89,24.445,4.0
d8a405c732027a2af3187b031890933d,automotivo,50.0,361.0,1.0,200.0,35.0,4.0,26.0,auto,3640.0,0.0549,4.11,Small,1,29.9,29.9,3.0
ce94e3c41145e28428cdae952a1fd7f2,relogios_presentes,58.0,899.0,2.0,335.0,17.0,11.0,12.0,watches_gifts,2244.0,0.1493,9.99,Small,1,689.0,689.0,5.0
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,57.0,276.0,4.0,250.0,16.0,2.0,11.0,watches_gifts,352.0,0.7102,4.76,Small,8,520.0,65.0,3.5
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,53.0,425.0,1.0,150.0,16.0,6.0,11.0,sports_leisure,1056.0,0.142,4.75,Small,6,299.4,49.9,4.333333333333333
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,58.0,918.0,6.0,1050.0,16.0,20.0,16.0,home_construction,5120.0,0.2051,12.18,Medium,8,952.8,119.1,4.5
b6f3b8136ba8302906df7e11ff908751,pet_shop,36.0,617.0,1.0,1350.0,23.0,7.0,30.0,pet_shop,4830.0,0.2795,6.67,Medium,4,1596.0,399.0,4.75
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,41.0,270.0,1.0,600.0,36.0,6.0,19.0,housewares,4104.0,0.1462,3.2,Medium,6,145.2,24.2,5.0
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,22.0,275.0,1.0,1000.0,30.0,18.0,18.0,furniture_decor,9720.0,0.1029,3.25,Medium,5,385.0,77.0,4.6
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,58.0,381.0,2.0,1550.0,43.0,8.0,33.0,bed_bath_table,11352.0,0.1365,4.81,Medium,4,386.7000000000001,96.675,4.5
ac5bae85a895724330c4acddd581b02b,telefonia,50.0,1254.0,2.0,500.0,16.0,15.0,11.0,telephony,2640.0,0.1894,13.54,Medium,3,597.0,199.0,2.333333333333333
acd427ee119d5c71c7a85ae488cb0a6a,fashion_bolsas_e_acessorios,52.0,68.0,7.0,200.0,16.0,2.0,11.0,fashion_bags_accessories,352.0,0.5682,4.18,Small,1,38.0,38.0,5.0
bb09cce52b336261572a5a7e25a33795,utilidades_domesticas,59.0,943.0,1.0,550.0,16.0,25.0,12.0,housewares,4800.0,0.1146,9.93,Medium,1,13.1,13.1,5.0
f2396540fbfac27b5117f0dbd6744b50,cama_mesa_banho,53.0,222.0,1.0,3600.0,40.0,20.0,40.0,bed_bath_table,32000.0,0.1125,2.72,Large,1,109.0,109.0,5.0
2bfb0bdbcea77da2879f0ef3be9a219e,consoles_games,53.0,439.0,5.0,900.0,22.0,7.0,18.0,consoles_games,2772.0,0.3247,6.89,Medium,4,2801.6,700.4,3.5
8d6cb00151d423c52855385c89f0bae8,automotivo,58.0,386.0,1.0,27100.0,50.0,50.0,50.0,auto,125000.0,0.2168,4.36,Extra-Large,1,479.99,479.99,4.0
5877301b00f95e3c6118738b293dfab3,eletrodomesticos,50.0,273.0,1.0,1500.0,65.0,8.0,38.0,home_appliances,19760.0,0.0759,3.23,Medium,2,79.98,39.99,5.0
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,52.0,700.0,2.0,350.0,16.0,10.0,16.0,bed_bath_table,2560.0,0.1367,8.0,Small,12,359.88,29.99,3.909090909090909
50556c630443502c11acde1c320fe278,beleza_saude,59.0,257.0,1.0,250.0,16.0,2.0,20.0,health_beauty,640.0,0.3906,3.07,Small,3,389.7000000000001,129.9,4.666666666666667
43b6d9e46e1e6b8ac743a1c31e462937,ferramentas_jardim,31.0,680.0,1.0,7700.0,39.0,28.0,25.0,garden_tools,27300.0,0.2821,7.3,Extra-Large,1,879.0,879.0,4.0
3014e35fd70fce29095ced5cdc89f4ce,telefonia,51.0,244.0,1.0,125.0,17.0,10.0,14.0,telephony,2380.0,0.0525,2.94,Small,3,73.55,24.516666666666666,3.333333333333333
15b3d40f375c0645c1eed4ed1cd8e17a,fashion_bolsas_e_acessorios,30.0,401.0,3.0,150.0,16.0,11.0,11.0,fashion_bags_accessories,1936.0,0.0775,5.51,Small,1,23.99,23.99,5.0
1cf39a397efa955b102a52ee7ec5531c,automotivo,35.0,907.0,3.0,18200.0,56.0,15.0,15.0,auto,12600.0,1.4444,10.57,Extra-Large,1,499.99,499.99,2.0
f9471562478eba8761bc985b968a0092,utilidades_domesticas,38.0,390.0,1.0,850.0,18.0,21.0,15.0,housewares,5670.0,0.1499,4.4,Medium,8,469.3,58.6625,4.75
4473f3e5c65952b074ef987fa5c24662,telefonia,59.0,776.0,6.0,350.0,17.0,4.0,12.0,telephony,816.0,0.4289,10.76,Small,17,501.83,29.51941176470588,3.764705882352941
6d14f72afff32795290f2df6507f063c,malas_acessorios,59.0,413.0,3.0,2300.0,84.0,14.0,20.0,luggage_accessories,23520.0,0.0978,5.63,Large,1,104.97,104.97,2.0
9aa70106d14b83c7ad033592870b2b30,utilidades_domesticas,22.0,388.0,3.0,530.0,17.0,20.0,20.0,housewares,6800.0,0.0779,5.38,Medium,1,47.9,47.9,3.0
5e21d5cab5d33e770d8150a4ee6117db,relogios_presentes,60.0,312.0,4.0,200.0,16.0,2.0,11.0,watches_gifts,352.0,0.5682,5.12,Small,12,588.0,49.0,3.8333333333333335
68bfdbfe84f03af17733b10362f10020,moveis_decoracao,63.0,244.0,4.0,600.0,29.0,12.0,23.0,furniture_decor,8004.0,0.075,4.44,Medium,1,45.0,45.0,5.0
42f14eda412436b96cde4f4025ed5f25,esporte_lazer,47.0,154.0,3.0,500.0,16.0,2.0,11.0,sports_leisure,352.0,1.4205,3.04,Medium,3,279.99,93.33,4.333333333333333
47969dd948e918289f809be899ddfb4c,papelaria,48.0,501.0,1.0,258.0,19.0,12.0,19.0,stationery,4332.0,0.0596,5.51,Small,6,264.7,44.11666666666667,4.166666666666667
4a96de21ccfb22ebe1c56992acbbd7fc,climatizacao,58.0,655.0,5.0,1300.0,30.0,10.0,30.0,air_conditioning,9000.0,0.1444,9.05,Medium,8,863.99,107.99875,4.142857142857143
c45a1de8cdb00af9ba1f3c097561b77a,cama_mesa_banho,55.0,315.0,2.0,1000.0,30.0,10.0,25.0,bed_bath_table,7500.0,0.1333,4.15,Medium,2,118.0,59.0,4.0
21db47f6493b06e8e7fc562ec9890e77,informatica_acessorios,50.0,281.0,4.0,300.0,35.0,5.0,25.0,computers_accessories,4375.0,0.0686,4.81,Small,1,79.99,79.99,5.0
f4d705aa95ccca448e5b0deb6e5290ba,cama_mesa_banho,57.0,74.0,1.0,250.0,20.0,2.0,15.0,bed_bath_table,600.0,0.4167,1.24,Small,25,622.5,24.9,3.9
bbaef2eadf31fe3ea6702077398be06c,perfumaria,45.0,1003.0,2.0,400.0,18.0,11.0,11.0,perfumery,2178.0,0.1837,11.03,Small,65,3704.35,56.99,3.815384615384616
3fc3d637781e5d185455013606a6e2cd,eletronicos,32.0,1274.0,1.0,250.0,16.0,10.0,30.0,electronics,4800.0,0.0521,13.24,Small,5,158.5,31.7,4.6
e07f6e9343cad06f34d0a7a09eeac4d7,beleza_saude,60.0,537.0,1.0,667.0,17.0,16.0,16.0,health_beauty,4352.0,0.1533,5.87,Medium,1,28.58,28.58,3.0
80fc21f90a43fdcfc623f11f5457db10,relogios_presentes,55.0,457.0,2.0,267.0,17.0,11.0,12.0,watches_gifts,2244.0,0.119,5.57,Small,2,236.0,118.0,5.0
9cafef108028ea326352e901a8b729a7,cama_mesa_banho,60.0,609.0,2.0,1750.0,45.0,20.0,40.0,bed_bath_table,36000.0,0.0486,7.09,Medium,4,291.69,72.9225,5.0
40a75445dcf4958b8c9b3dac6898094b,esporte_lazer,29.0,1318.0,1.0,400.0,34.0,16.0,16.0,sports_leisure,8704.0,0.046,13.68,Small,1,65.9,65.9,5.0
532d7f19b8005e415f5b98a1cf4a8690,utilidades_domesticas,58.0,172.0,1.0,400.0,16.0,10.0,14.0,housewares,2240.0,0.1786,2.22,Small,3,56.85,18.95,2.0
f46c384460008df0071849d01b39834f,esporte_lazer,53.0,527.0,2.0,700.0,23.0,9.0,11.0,sports_leisure,2277.0,0.3074,6.27,Medium,2,117.8,58.9,5.0
e10758160da97891c2fdcbc35f0f031d,,,,,2200.0,16.0,2.0,11.0,,352.0,6.25,,Large,2,112.0,56.0,5.0
84e1b9c6ba2ed178bd217097b41f1251,moveis_cozinha_area_de_servico_jantar_e_jardim,50.0,859.0,1.0,10893.0,33.0,88.0,44.0,kitchen_dining_laundry_garden_furniture,127776.0,0.0853,9.09,Extra-Large,3,224.7,74.9,4.666666666666667
0e40b1ed4cfd3da1962ec91913e54ba8,eletronicos,52.0,424.0,1.0,175.0,22.0,11.0,15.0,electronics,3630.0,0.0482,4.74,Small,15,204.75,13.65,4.133333333333334
1fb2c1a0d7f863e0644077cb5d8f80df,moveis_escritorio,41.0,2261.0,1.0,16500.0,58.0,28.0,58.0,office_furniture,94192.0,0.1752,23.11,Extra-Large,3,639.7,213.2333333333333,2.333333333333333
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,brinquedos,53.0,579.0,1.0,675.0,22.0,24.0,21.0,toys,11088.0,0.0609,6.29,Medium,25,2479.75,99.19,4.04
a1bf559ac1eab015ba992bd76d9d76c7,informatica_acessorios,32.0,1074.0,2.0,200.0,39.0,2.0,30.0,computers_accessories,2340.0,0.0855,11.74,Small,22,545.8,24.80909090909091,4.095238095238095
eca3036ef7ba11b3331c334b7053fe13,telefonia,51.0,443.0,1.0,117.0,19.0,4.0,12.0,telephony,912.0,0.1283,4.93,Small,5,224.46,44.892,4.6
23ab7bb9eac81e85ec43ed71064cf7ce,cama_mesa_banho,55.0,613.0,1.0,550.0,16.0,10.0,16.0,bed_bath_table,2560.0,0.2148,6.63,Medium,8,239.92,29.99,3.7142857142857135
78119fbfa709d07b86f5ccf15043c6d6,cool_stuff,43.0,447.0,2.0,586.0,18.0,11.0,13.0,cool_stuff,2574.0,0.2277,5.47,Medium,19,3692.54,194.3442105263157,4.2631578947368425
1ec5373950b7877c5de483a123223810,esporte_lazer,42.0,2819.0,1.0,3700.0,30.0,20.0,20.0,sports_leisure,12000.0,0.3083,28.69,Large,1,175.0,175.0,5.0
4ceab0364ce2bef8363b89f4719bbff7,cama_mesa_banho,57.0,296.0,1.0,2100.0,53.0,27.0,40.0,bed_bath_table,57240.0,0.0367,3.46,Large,2,199.8,99.9,5.0
3c883b9d3fd2d0ce448d4136349dc0a4,cama_mesa_banho,49.0,153.0,1.0,550.0,23.0,15.0,23.0,bed_bath_table,7935.0,0.0693,2.03,Medium,20,1090.97,54.5485,3.4
622d3b263cd40b06e1eeea144fb83f19,bebes,19.0,200.0,1.0,250.0,21.0,4.0,13.0,baby,1092.0,0.2289,2.5,Small,4,59.96,14.99,3.0
3519403062e217f433e0bbdc52e0b19f,consoles_games,25.0,211.0,1.0,200.0,16.0,2.0,16.0,consoles_games,512.0,0.3906,2.61,Small,2,79.8,39.9,4.5
de984954e2e130136bcf8988bc973d90,instrumentos_musicais,40.0,234.0,1.0,1000.0,56.0,9.0,22.0,musical_instruments,11088.0,0.0902,2.84,Medium,7,1393.0,199.0,3.857142857142857
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39.0,772.0,1.0,150.0,16.0,16.0,11.0,sports_leisure,2816.0,0.0533,8.22,Small,94,4111.2,43.73617021276596,4.010869565217392
4bae12e58c9b828e1302a2cad437b80a,consoles_games,47.0,358.0,3.0,450.0,17.0,7.0,17.0,consoles_games,2023.0,0.2224,5.08,Small,1,190.0,190.0,1.0
39e3b9b12cd0bf8ee681bbc1c130feb5,,,,,300.0,16.0,7.0,11.0,,1232.0,0.2435,,Small,3,463.31,154.43666666666667,5.0
2e511b5741ab14e7f5294df6f1310b03,informatica_acessorios,52.0,2515.0,1.0,188.0,20.0,16.0,15.0,computers_accessories,4800.0,0.0392,25.65,Small,14,1660.0,118.57142857142856,3.2142857142857144
a530b23a71594d0d986a30359e207762,moveis_decoracao,49.0,600.0,2.0,1400.0,65.0,12.0,12.0,furniture_decor,9360.0,0.1496,7.0,Medium,6,329.4,54.9,4.5
8a4667ce8c036b0d54dd65a38298bfc0,malas_acessorios,45.0,224.0,1.0,950.0,46.0,10.0,33.0,luggage_accessories,15180.0,0.0626,2.74,Medium,3,162.25,54.083333333333336,4.0
2029248294c186017ecfc48cecd47bbd,ferramentas_jardim,44.0,586.0,3.0,3250.0,32.0,14.0,22.0,garden_tools,9856.0,0.3297,7.36,Large,23,2926.77,127.2508695652174,4.304347826086956
bb31a27a0b24236c8ce7e0c6264c51ec,telefonia,49.0,276.0,12.0,100.0,19.0,3.0,11.0,telephony,627.0,0.1595,8.76,Small,1,19.99,19.99,2.0
115bc0865dc675638645e1ab5311e30c,bebes,46.0,726.0,3.0,850.0,42.0,25.0,15.0,baby,15750.0,0.054,8.76,Medium,1,51.99,51.99,2.0
ce130b350f529a1d6288f927da7404ea,cama_mesa_banho,50.0,171.0,1.0,1450.0,45.0,10.0,15.0,bed_bath_table,6750.0,0.2148,2.21,Medium,4,259.6,64.9,4.75
bc4a074ab7a7ff14e98fa64671a79dc0,beleza_saude,21.0,1000.0,1.0,1450.0,25.0,25.0,16.0,health_beauty,10000.0,0.145,10.5,Medium,6,152.39999999999998,25.399999999999995,2.333333333333333
3c2f792f1041177a81913a977431a99e,eletronicos,40.0,549.0,1.0,200.0,20.0,20.0,20.0,electronics,8000.0,0.025,5.99,Small,5,147.5,29.5,3.2
bcad5b050c241af2fdc24c51556b297c,ferramentas_jardim,60.0,1177.0,3.0,11450.0,23.0,43.0,35.0,garden_tools,34615.0,0.3308,13.27,Extra-Large,2,659.8,329.9,4.5
e5d860a0fff2e94bd1a406456cc6c4b3,eletrodomesticos_2,38.0,2030.0,2.0,13200.0,66.0,19.0,67.0,home_appliances_2,84018.0,0.1571,21.3,Extra-Large,7,1445.7,206.52857142857144,4.0
f97d74310019b255120e4316f4515d74,fashion_bolsas_e_acessorios,34.0,426.0,4.0,200.0,16.0,9.0,11.0,fashion_bags_accessories,1584.0,0.1263,6.26,Small,1,39.9,39.9,5.0
9a5a361f3cd6c280f6bf4ffb6207c51e,papelaria,41.0,552.0,2.0,200.0,23.0,7.0,15.0,stationery,2415.0,0.0828,6.52,Small,1,119.0,119.0,5.0
c354569eefd558bf201d0aedf35608ed,cama_mesa_banho,55.0,166.0,1.0,700.0,49.0,4.0,50.0,bed_bath_table,9800.0,0.0714,2.16,Medium,13,683.88,52.606153846153845,4.153846153846154
7f383ce1a13d3d90e3d6074557ee8deb,telefonia,52.0,819.0,4.0,200.0,17.0,13.0,16.0,telephony,3536.0,0.0566,10.19,Small,1,29.9,29.9,5.0
f2a1b32f85cad59ff2a8444154ac25f0,climatizacao,51.0,2959.0,4.0,7800.0,105.0,10.0,40.0,air_conditioning,42000.0,0.1857,31.59,Extra-Large,9,1710.0,190.0,1.4444444444444444
76df076d70248fa44de6ed8c31a1a9b5,papelaria,52.0,219.0,1.0,1000.0,26.0,8.0,33.0,stationery,6864.0,0.1457,2.69,Medium,2,80.0,40.0,4.5
a77e6c93242ae050800cb3e5b98c2fcd,bebes,59.0,348.0,2.0,8300.0,45.0,25.0,45.0,baby,50625.0,0.164,4.48,Extra-Large,5,399.5,79.9,4.0
1dfb36d969d347f56f43590ec42c7b8c,esporte_lazer,50.0,1212.0,5.0,900.0,26.0,6.0,13.0,sports_leisure,2028.0,0.4438,14.62,Medium,11,1759.89,159.99,4.454545454545454
ae728f68e1fe806253238e93f2bfc324,esporte_lazer,57.0,1156.0,1.0,415.0,19.0,19.0,19.0,sports_leisure,6859.0,0.0605,12.06,Small,2,38.0,19.0,1.0
f2d80346f1dd6986e9e6611db7b708aa,bebes,52.0,446.0,1.0,50.0,16.0,2.0,11.0,baby,352.0,0.142,4.96,Small,3,11.24,3.7466666666666666,3.6666666666666665
ef6aa884e3493fd38cc8ee47d8d79d10,cool_stuff,47.0,1392.0,1.0,150.0,16.0,7.0,12.0,cool_stuff,1344.0,0.1116,14.42,Small,4,507.0,126.75,4.5
769cc5a32d4e6c7710013f35a73d45e9,esporte_lazer,61.0,211.0,4.0,1100.0,32.0,5.0,30.0,sports_leisure,4800.0,0.2292,4.11,Medium,1,34.92,34.92,5.0
e24f73b7631ee3fbb2ab700a9acaa258,fashion_bolsas_e_acessorios,60.0,1118.0,6.0,2250.0,22.0,15.0,20.0,fashion_bags_accessories,6600.0,0.3409,14.18,Large,18,2172.0,120.66666666666669,3.5
11dc4053871ff53ff79fb1fc7e6b160f,esporte_lazer,29.0,347.0,1.0,1600.0,100.0,7.0,11.0,sports_leisure,7700.0,0.2078,3.97,Medium,18,1782.0,99.0,4.444444444444445
afce90df29b9a0c1bfe5e1033f1197b1,telefonia,42.0,356.0,4.0,75.0,19.0,3.0,11.0,telephony,627.0,0.1196,5.56,Small,4,63.83,15.9575,2.75
06efa56b8557e1efcb2c107f55d1a8dd,ferramentas_jardim,60.0,481.0,4.0,600.0,19.0,7.0,14.0,garden_tools,1862.0,0.3222,6.81,Medium,2,137.8,68.9,5.0
0bb7cb61f1957f79dac582ab66ccdc1f,utilidades_domesticas,45.0,561.0,2.0,553.0,18.0,9.0,15.0,housewares,2430.0,0.2276,6.61,Medium,28,669.1999999999999,23.9,3.821428571428572
ad19bca6e0f1919433d7e21d534ddb50,livros_interesse_geral,42.0,1109.0,1.0,900.0,18.0,25.0,16.0,books_general_interest,7200.0,0.125,11.59,Medium,4,169.6,42.4,5.0
334995514673fb6bae67885458b52984,utilidades_domesticas,37.0,261.0,2.0,250.0,25.0,25.0,25.0,housewares,15625.0,0.016,3.61,Small,15,237.2,15.813333333333334,4.2
f72379337062680ca5a2b7b0275913d8,moveis_decoracao,56.0,945.0,2.0,2050.0,30.0,22.0,18.0,furniture_decor,11880.0,0.1726,10.45,Large,2,198.0,99.0,4.5
4c505e52bedf9651c08793647c925e65,cama_mesa_banho,58.0,744.0,1.0,350.0,16.0,10.0,16.0,bed_bath_table,2560.0,0.1367,7.94,Small,6,218.0,36.333333333333336,4.666666666666667
c23381297fa734ea441a15d723199fb5,informatica_acessorios,60.0,789.0,4.0,200.0,20.0,20.0,20.0,computers_accessories,8000.0,0.025,9.89,Small,7,196.0,28.0,2.857142857142857
7130a7cfbe3bb2f11f6524e0cec6eafe,pet_shop,59.0,140.0,1.0,300.0,16.0,16.0,16.0,pet_shop,4096.0,0.0732,1.9,Small,1,51.31,51.31,2.0
76fffd0056ad48fbddac939c05e05cff,relogios_presentes,54.0,182.0,1.0,200.0,16.0,2.0,20.0,watches_gifts,640.0,0.3125,2.32,Small,3,147.0,49.0,4.666666666666667
a453b4ccccf554efba31d5ada5a59a60,telefonia,60.0,818.0,6.0,300.0,17.0,4.0,12.0,telephony,816.0,0.3676,11.18,Small,4,111.96,27.99,4.25
0d79e2972015716ede4fabeb5b60f8c6,market_place,50.0,257.0,3.0,2150.0,40.0,25.0,30.0,market_place,30000.0,0.0717,4.07,Large,2,153.8,76.9,4.5
28e410092e56a080e14595c053d0bbe8,perfumaria,45.0,416.0,1.0,200.0,16.0,16.0,16.0,perfumery,4096.0,0.0488,4.66,Small,2,19.8,9.9,5.0
3488d2ce36e718097c1509444289ef7f,perfumaria,40.0,1176.0,1.0,514.0,18.0,12.0,15.0,perfumery,3240.0,0.1586,12.26,Medium,5,985.59,197.118,4.0
b52e7c92200ed9874e77bc09b5ed4d40,la_cuisine,57.0,232.0,1.0,7600.0,55.0,15.0,55.0,la_cuisine,45375.0,0.1675,2.82,Extra-Large,1,174.0,174.0,5.0
a8bb7885faf316d9a5062d42d2b2fba4,esporte_lazer,50.0,844.0,1.0,875.0,40.0,26.0,20.0,sports_leisure,20800.0,0.0421,8.94,Medium,8,872.0,109.0,4.125
2de11f4242720888f88ebe396a8332f7,moveis_escritorio,58.0,869.0,2.0,900.0,17.0,10.0,15.0,office_furniture,2550.0,0.3529,9.69,Medium,1,54.9,54.9,5.0
62224b433a431310bf27129938ad9f64,esporte_lazer,28.0,733.0,6.0,700.0,49.0,12.0,27.0,sports_leisure,15876.0,0.0441,10.33,Medium,10,913.32,91.332,4.5
b2083bcfc8768380dd0e31d612e96d08,cama_mesa_banho,53.0,628.0,2.0,1100.0,16.0,10.0,16.0,bed_bath_table,2560.0,0.4297,7.28,Medium,1,65.99,65.99,5.0
7e437c1d65a7baab7e7ca6c9f4e98b84,beleza_saude,57.0,1571.0,1.0,2150.0,28.0,32.0,11.0,health_beauty,9856.0,0.2181,16.21,Large,4,254.0,63.5,4.5
012dd0e1c1f14325ee35f06748329355,beleza_saude,58.0,1690.0,4.0,490.0,30.0,5.0,25.0,health_beauty,3750.0,0.1307,18.9,Small,1,299.08,299.08,4.0
e791e580a2421e4471aebb0629c705c1,informatica_acessorios,57.0,991.0,4.0,200.0,16.0,4.0,14.0,computers_accessories,896.0,0.2232,11.91,Small,6,83.94,13.99,3.8333333333333335
aeeb6146e21d11416d01b0e03c2de06e,utilidades_domesticas,31.0,580.0,2.0,500.0,19.0,13.0,20.0,housewares,4940.0,0.1012,6.8,Medium,2,121.8,60.9,5.0
1684f99c7e0e67403e52a7783366870f,automotivo,60.0,651.0,5.0,4200.0,78.0,4.0,47.0,auto,14664.0,0.2864,9.01,Large,1,64.9,64.9,5.0
5b488b474a4f2519b7826390b1873a58,utilidades_domesticas,60.0,1206.0,4.0,4100.0,51.0,31.0,31.0,housewares,49011.0,0.0837,14.06,Large,4,839.6,209.9,4.5
ce8a29973a1fed3f8d22ea5514d9ea07,eletronicos,56.0,505.0,2.0,200.0,20.0,20.0,20.0,electronics,8000.0,0.025,6.05,Small,7,139.29999999999998,19.9,2.4285714285714284
4803f125e17a7b5fc363202349fbf14f,utilidades_domesticas,55.0,871.0,7.0,8400.0,50.0,28.0,31.0,housewares,43400.0,0.1935,12.21,Extra-Large,1,189.9,189.9,5.0
